instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
296498693,1158198,SENSEX2610190100CE,"SENSEX",0,2026-01-01,90100,0.05,20,CE,BFO-OPT,BFO
296541445,1158365,SENSEX2610190100PE,"SENSEX",0,2026-01-01,90100,0.05,20,PE,BFO-OPT,BFO
296480005,1158125,SENSEX2610190000PE,"SENSEX",0,2026-01-01,90000,0.05,20,PE,BFO-OPT,BFO
296549893,1158398,SENSEX2610190000CE,"SENSEX",0,2026-01-01,90000,0.05,20,CE,BFO-OPT,BFO
296479749,1158124,SENSEX2610189900CE,"SENSEX",0,2026-01-01,89900,0.05,20,CE,BFO-OPT,BFO
296522757,1158292,SENSEX2610189900PE,"SENSEX",0,2026-01-01,89900,0.05,20,PE,BFO-OPT,BFO
296528645,1158315,SENSEX2610189800CE,"SENSEX",0,2026-01-01,89800,0.05,20,CE,BFO-OPT,BFO
296571653,1158483,SENSEX2610189800PE,"SENSEX",0,2026-01-01,89800,0.05,20,PE,BFO-OPT,BFO
296507397,1158232,SENSEX2610189700PE,"SENSEX",0,2026-01-01,89700,0.05,20,PE,BFO-OPT,BFO
296576261,1158501,SENSEX2610189700CE,"SENSEX",0,2026-01-01,89700,0.05,20,CE,BFO-OPT,BFO
296516613,1158268,SENSEX2610189600CE,"SENSEX",0,2026-01-01,89600,0.05,20,CE,BFO-OPT,BFO
296559365,1158435,SENSEX2610189600PE,"SENSEX",0,2026-01-01,89600,0.05,20,PE,BFO-OPT,BFO
296414725,1157870,SENSEX2610189500PE,"SENSEX",0,2026-01-01,89500,0.05,20,PE,BFO-OPT,BFO
296566021,1158461,SENSEX2610189500CE,"SENSEX",0,2026-01-01,89500,0.05,20,CE,BFO-OPT,BFO
296502277,1158212,SENSEX2610189400CE,"SENSEX",0,2026-01-01,89400,0.05,20,CE,BFO-OPT,BFO
296546821,1158386,SENSEX2610189400PE,"SENSEX",0,2026-01-01,89400,0.05,20,PE,BFO-OPT,BFO
296552965,1158410,SENSEX2610189300CE,"SENSEX",0,2026-01-01,89300,0.05,20,CE,BFO-OPT,BFO
296588805,1158550,SENSEX2610189300PE,"SENSEX",0,2026-01-01,89300,0.05,20,PE,BFO-OPT,BFO
296532229,1158329,SENSEX2610189200PE,"SENSEX",0,2026-01-01,89200,0.05,20,PE,BFO-OPT,BFO
296595717,1158577,SENSEX2610189200CE,"SENSEX",0,2026-01-01,89200,0.05,20,CE,BFO-OPT,BFO
296539397,1158357,SENSEX2610189100CE,"SENSEX",0,2026-01-01,89100,0.05,20,CE,BFO-OPT,BFO
296578821,1158511,SENSEX2610189100PE,"SENSEX",0,2026-01-01,89100,0.05,20,PE,BFO-OPT,BFO
296436997,1157957,SENSEX2610189000PE,"SENSEX",0,2026-01-01,89000,0.05,20,PE,BFO-OPT,BFO
296583429,1158529,SENSEX2610189000CE,"SENSEX",0,2026-01-01,89000,0.05,20,CE,BFO-OPT,BFO
296412165,1157860,SENSEX2610188900PE,"SENSEX",0,2026-01-01,88900,0.05,20,PE,BFO-OPT,BFO
296472581,1158096,SENSEX2610188900CE,"SENSEX",0,2026-01-01,88900,0.05,20,CE,BFO-OPT,BFO
296418309,1157884,SENSEX2610188800CE,"SENSEX",0,2026-01-01,88800,0.05,20,CE,BFO-OPT,BFO
296457221,1158036,SENSEX2610188800PE,"SENSEX",0,2026-01-01,88800,0.05,20,PE,BFO-OPT,BFO
296462853,1158058,SENSEX2610188700CE,"SENSEX",0,2026-01-01,88700,0.05,20,CE,BFO-OPT,BFO
296501253,1158208,SENSEX2610188700PE,"SENSEX",0,2026-01-01,88700,0.05,20,PE,BFO-OPT,BFO
296445189,1157989,SENSEX2610188600PE,"SENSEX",0,2026-01-01,88600,0.05,20,PE,BFO-OPT,BFO
296592645,1158565,SENSEX2610188600CE,"SENSEX",0,2026-01-01,88600,0.05,20,CE,BFO-OPT,BFO
296450565,1158010,SENSEX2610188500CE,"SENSEX",0,2026-01-01,88500,0.05,20,CE,BFO-OPT,BFO
296489989,1158164,SENSEX2610188500PE,"SENSEX",0,2026-01-01,88500,0.05,20,PE,BFO-OPT,BFO
296435205,1157950,SENSEX2610188400PE,"SENSEX",0,2026-01-01,88400,0.05,20,PE,BFO-OPT,BFO
296495365,1158185,SENSEX2610188400CE,"SENSEX",0,2026-01-01,88400,0.05,20,CE,BFO-OPT,BFO
296438789,1157964,SENSEX2610188300CE,"SENSEX",0,2026-01-01,88300,0.05,20,CE,BFO-OPT,BFO
296476421,1158111,SENSEX2610188300PE,"SENSEX",0,2026-01-01,88300,0.05,20,PE,BFO-OPT,BFO
296482821,1158136,SENSEX2610188200CE,"SENSEX",0,2026-01-01,88200,0.05,20,CE,BFO-OPT,BFO
296525317,1158302,SENSEX2610188200PE,"SENSEX",0,2026-01-01,88200,0.05,20,PE,BFO-OPT,BFO
296428805,1157925,SENSEX2610188100CE,"SENSEX",0,2026-01-01,88100,0.05,20,CE,BFO-OPT,BFO
296466437,1158072,SENSEX2610188100PE,"SENSEX",0,2026-01-01,88100,0.05,20,PE,BFO-OPT,BFO
296471557,1158092,SENSEX2610188000CE,"SENSEX",0,2026-01-01,88000,0.05,20,CE,BFO-OPT,BFO
296512261,1158251,SENSEX2610188000PE,"SENSEX",0,2026-01-01,88000,0.05,20,PE,BFO-OPT,BFO
296554245,1158415,SENSEX2610187900CE,"SENSEX",0,2026-01-01,87900,0.05,20,CE,BFO-OPT,BFO
296591109,1158559,SENSEX2610187900PE,"SENSEX",0,2026-01-01,87900,0.05,20,PE,BFO-OPT,BFO
296492293,1158173,SENSEX2610187800CE,"SENSEX",0,2026-01-01,87800,0.05,20,CE,BFO-OPT,BFO
296534533,1158338,SENSEX2610187800PE,"SENSEX",0,2026-01-01,87800,0.05,20,PE,BFO-OPT,BFO
296540933,1158363,SENSEX2610187700CE,"SENSEX",0,2026-01-01,87700,0.05,20,CE,BFO-OPT,BFO
296580357,1158517,SENSEX2610187700PE,"SENSEX",0,2026-01-01,87700,0.05,20,PE,BFO-OPT,BFO
296522501,1158291,SENSEX2610187600PE,"SENSEX",0,2026-01-01,87600,0.05,20,PE,BFO-OPT,BFO
296584965,1158535,SENSEX2610187600CE,"SENSEX",0,2026-01-01,87600,0.05,20,CE,BFO-OPT,BFO
296528389,1158314,SENSEX2610187500CE,"SENSEX",0,2026-01-01,87500,0.05,20,CE,BFO-OPT,BFO
296571397,1158482,SENSEX2610187500PE,"SENSEX",0,2026-01-01,87500,0.05,20,PE,BFO-OPT,BFO
296427781,1157921,SENSEX2610187400PE,"SENSEX",0,2026-01-01,87400,0.05,20,PE,BFO-OPT,BFO
296576005,1158500,SENSEX2610187400CE,"SENSEX",0,2026-01-01,87400,0.05,20,CE,BFO-OPT,BFO
296516101,1158266,SENSEX2610187300CE,"SENSEX",0,2026-01-01,87300,0.05,20,CE,BFO-OPT,BFO
296559109,1158434,SENSEX2610187300PE,"SENSEX",0,2026-01-01,87300,0.05,20,PE,BFO-OPT,BFO
296414469,1157869,SENSEX2610187200PE,"SENSEX",0,2026-01-01,87200,0.05,20,PE,BFO-OPT,BFO
296565765,1158460,SENSEX2610187200CE,"SENSEX",0,2026-01-01,87200,0.05,20,CE,BFO-OPT,BFO
296422661,1157901,SENSEX2610187100CE,"SENSEX",0,2026-01-01,87100,0.05,20,CE,BFO-OPT,BFO
296546565,1158385,SENSEX2610187100PE,"SENSEX",0,2026-01-01,87100,0.05,20,PE,BFO-OPT,BFO
296552453,1158408,SENSEX2610187000CE,"SENSEX",0,2026-01-01,87000,0.05,20,CE,BFO-OPT,BFO
296588293,1158548,SENSEX2610187000PE,"SENSEX",0,2026-01-01,87000,0.05,20,PE,BFO-OPT,BFO
296440581,1157971,SENSEX2610186900CE,"SENSEX",0,2026-01-01,86900,0.05,20,CE,BFO-OPT,BFO
296477957,1158117,SENSEX2610186900PE,"SENSEX",0,2026-01-01,86900,0.05,20,PE,BFO-OPT,BFO
296423941,1157906,SENSEX2610186800PE,"SENSEX",0,2026-01-01,86800,0.05,20,PE,BFO-OPT,BFO
296483845,1158140,SENSEX2610186800CE,"SENSEX",0,2026-01-01,86800,0.05,20,CE,BFO-OPT,BFO
296430085,1157930,SENSEX2610186700CE,"SENSEX",0,2026-01-01,86700,0.05,20,CE,BFO-OPT,BFO
296468229,1158079,SENSEX2610186700PE,"SENSEX",0,2026-01-01,86700,0.05,20,PE,BFO-OPT,BFO
296472325,1158095,SENSEX2610186600CE,"SENSEX",0,2026-01-01,86600,0.05,20,CE,BFO-OPT,BFO
296514309,1158259,SENSEX2610186600PE,"SENSEX",0,2026-01-01,86600,0.05,20,PE,BFO-OPT,BFO
296417797,1157882,SENSEX2610186500CE,"SENSEX",0,2026-01-01,86500,0.05,20,CE,BFO-OPT,BFO
296456965,1158035,SENSEX2610186500PE,"SENSEX",0,2026-01-01,86500,0.05,20,PE,BFO-OPT,BFO
296462341,1158056,SENSEX2610186400CE,"SENSEX",0,2026-01-01,86400,0.05,20,CE,BFO-OPT,BFO
296500997,1158207,SENSEX2610186400PE,"SENSEX",0,2026-01-01,86400,0.05,20,PE,BFO-OPT,BFO
296444677,1157987,SENSEX2610186300PE,"SENSEX",0,2026-01-01,86300,0.05,20,PE,BFO-OPT,BFO
296507141,1158231,SENSEX2610186300CE,"SENSEX",0,2026-01-01,86300,0.05,20,CE,BFO-OPT,BFO
296450309,1158009,SENSEX2610186200CE,"SENSEX",0,2026-01-01,86200,0.05,20,CE,BFO-OPT,BFO
296440325,1157970,SENSEX2610184600CE,"SENSEX",0,2026-01-01,84600,0.05,20,CE,BFO-OPT,BFO
296477701,1158116,SENSEX2610184600PE,"SENSEX",0,2026-01-01,84600,0.05,20,PE,BFO-OPT,BFO
296483589,1158139,SENSEX2610184500CE,"SENSEX",0,2026-01-01,84500,0.05,20,CE,BFO-OPT,BFO
296526853,1158308,SENSEX2610184500PE,"SENSEX",0,2026-01-01,84500,0.05,20,PE,BFO-OPT,BFO
296429573,1157928,SENSEX2610184400CE,"SENSEX",0,2026-01-01,84400,0.05,20,CE,BFO-OPT,BFO
296467717,1158077,SENSEX2610184400PE,"SENSEX",0,2026-01-01,84400,0.05,20,PE,BFO-OPT,BFO
296472069,1158094,SENSEX2610184300CE,"SENSEX",0,2026-01-01,84300,0.05,20,CE,BFO-OPT,BFO
296514053,1158258,SENSEX2610184300PE,"SENSEX",0,2026-01-01,84300,0.05,20,PE,BFO-OPT,BFO
296456453,1158033,SENSEX2610184200PE,"SENSEX",0,2026-01-01,84200,0.05,20,PE,BFO-OPT,BFO
296522245,1158290,SENSEX2610184200CE,"SENSEX",0,2026-01-01,84200,0.05,20,CE,BFO-OPT,BFO
296461829,1158054,SENSEX2610184100CE,"SENSEX",0,2026-01-01,84100,0.05,20,CE,BFO-OPT,BFO
296500741,1158206,SENSEX2610184100PE,"SENSEX",0,2026-01-01,84100,0.05,20,PE,BFO-OPT,BFO
296444421,1157986,SENSEX2610184000PE,"SENSEX",0,2026-01-01,84000,0.05,20,PE,BFO-OPT,BFO
296506629,1158229,SENSEX2610184000CE,"SENSEX",0,2026-01-01,84000,0.05,20,CE,BFO-OPT,BFO
296523781,1158296,SENSEX2610183900PE,"SENSEX",0,2026-01-01,83900,0.05,20,PE,BFO-OPT,BFO
296585989,1158539,SENSEX2610183900CE,"SENSEX",0,2026-01-01,83900,0.05,20,CE,BFO-OPT,BFO
296529413,1158318,SENSEX2610183800CE,"SENSEX",0,2026-01-01,83800,0.05,20,CE,BFO-OPT,BFO
296572677,1158487,SENSEX2610183800PE,"SENSEX",0,2026-01-01,83800,0.05,20,PE,BFO-OPT,BFO
296428549,1157924,SENSEX2610183700PE,"SENSEX",0,2026-01-01,83700,0.05,20,PE,BFO-OPT,BFO
296576773,1158503,SENSEX2610183700CE,"SENSEX",0,2026-01-01,83700,0.05,20,CE,BFO-OPT,BFO
296518149,1158274,SENSEX2610183600CE,"SENSEX",0,2026-01-01,83600,0.05,20,CE,BFO-OPT,BFO
296561157,1158442,SENSEX2610183600PE,"SENSEX",0,2026-01-01,83600,0.05,20,PE,BFO-OPT,BFO
296415493,1157873,SENSEX2610183500PE,"SENSEX",0,2026-01-01,83500,0.05,20,PE,BFO-OPT,BFO
296567557,1158467,SENSEX2610183500CE,"SENSEX",0,2026-01-01,83500,0.05,20,CE,BFO-OPT,BFO
296423429,1157904,SENSEX2610183400CE,"SENSEX",0,2026-01-01,83400,0.05,20,CE,BFO-OPT,BFO
296548101,1158391,SENSEX2610183400PE,"SENSEX",0,2026-01-01,83400,0.05,20,PE,BFO-OPT,BFO
296553733,1158413,SENSEX2610183300CE,"SENSEX",0,2026-01-01,83300,0.05,20,CE,BFO-OPT,BFO
296590341,1158556,SENSEX2610183300PE,"SENSEX",0,2026-01-01,83300,0.05,20,PE,BFO-OPT,BFO
296533765,1158335,SENSEX2610183200PE,"SENSEX",0,2026-01-01,83200,0.05,20,PE,BFO-OPT,BFO
296596485,1158580,SENSEX2610183200CE,"SENSEX",0,2026-01-01,83200,0.05,20,CE,BFO-OPT,BFO
296539909,1158359,SENSEX2610183100CE,"SENSEX",0,2026-01-01,83100,0.05,20,CE,BFO-OPT,BFO
296579845,1158515,SENSEX2610183100PE,"SENSEX",0,2026-01-01,83100,0.05,20,PE,BFO-OPT,BFO
296437509,1157959,SENSEX2610183000PE,"SENSEX",0,2026-01-01,83000,0.05,20,PE,BFO-OPT,BFO
296584453,1158533,SENSEX2610183000CE,"SENSEX",0,2026-01-01,83000,0.05,20,CE,BFO-OPT,BFO
296474373,1158103,SENSEX2610182900CE,"SENSEX",0,2026-01-01,82900,0.05,20,CE,BFO-OPT,BFO
296515589,1158264,SENSEX2610182900PE,"SENSEX",0,2026-01-01,82900,0.05,20,PE,BFO-OPT,BFO
296419845,1157890,SENSEX2610182800CE,"SENSEX",0,2026-01-01,82800,0.05,20,CE,BFO-OPT,BFO
296457989,1158039,SENSEX2610182800PE,"SENSEX",0,2026-01-01,82800,0.05,20,PE,BFO-OPT,BFO
296463877,1158062,SENSEX2610182700CE,"SENSEX",0,2026-01-01,82700,0.05,20,CE,BFO-OPT,BFO
296502021,1158211,SENSEX2610182700PE,"SENSEX",0,2026-01-01,82700,0.05,20,PE,BFO-OPT,BFO
296446213,1157993,SENSEX2610182600PE,"SENSEX",0,2026-01-01,82600,0.05,20,PE,BFO-OPT,BFO
296508165,1158235,SENSEX2610182600CE,"SENSEX",0,2026-01-01,82600,0.05,20,CE,BFO-OPT,BFO
296451845,1158015,SENSEX2610182500CE,"SENSEX",0,2026-01-01,82500,0.05,20,CE,BFO-OPT,BFO
296491525,1158170,SENSEX2610182500PE,"SENSEX",0,2026-01-01,82500,0.05,20,PE,BFO-OPT,BFO
296497669,1158194,SENSEX2610182400CE,"SENSEX",0,2026-01-01,82400,0.05,20,CE,BFO-OPT,BFO
296538629,1158354,SENSEX2610182400PE,"SENSEX",0,2026-01-01,82400,0.05,20,PE,BFO-OPT,BFO
296439557,1157967,SENSEX2610182300CE,"SENSEX",0,2026-01-01,82300,0.05,20,CE,BFO-OPT,BFO
296477445,1158115,SENSEX2610182300PE,"SENSEX",0,2026-01-01,82300,0.05,20,PE,BFO-OPT,BFO
296483333,1158138,SENSEX2610182200CE,"SENSEX",0,2026-01-01,82200,0.05,20,CE,BFO-OPT,BFO
296526597,1158307,SENSEX2610182200PE,"SENSEX",0,2026-01-01,82200,0.05,20,PE,BFO-OPT,BFO
296429317,1157927,SENSEX2610182100CE,"SENSEX",0,2026-01-01,82100,0.05,20,CE,BFO-OPT,BFO
296467461,1158076,SENSEX2610182100PE,"SENSEX",0,2026-01-01,82100,0.05,20,PE,BFO-OPT,BFO
296471813,1158093,SENSEX2610182000CE,"SENSEX",0,2026-01-01,82000,0.05,20,CE,BFO-OPT,BFO
296513797,1158257,SENSEX2610182000PE,"SENSEX",0,2026-01-01,82000,0.05,20,PE,BFO-OPT,BFO
296555525,1158420,SENSEX2610181900CE,"SENSEX",0,2026-01-01,81900,0.05,20,CE,BFO-OPT,BFO
296592133,1158563,SENSEX2610181900PE,"SENSEX",0,2026-01-01,81900,0.05,20,PE,BFO-OPT,BFO
296412677,1157862,SENSEX2610181800CE,"SENSEX",0,2026-01-01,81800,0.05,20,CE,BFO-OPT,BFO
296535045,1158340,SENSEX2610181800PE,"SENSEX",0,2026-01-01,81800,0.05,20,PE,BFO-OPT,BFO
296542213,1158368,SENSEX2610181700CE,"SENSEX",0,2026-01-01,81700,0.05,20,CE,BFO-OPT,BFO
296581125,1158520,SENSEX2610181700PE,"SENSEX",0,2026-01-01,81700,0.05,20,PE,BFO-OPT,BFO
296438277,1157962,SENSEX2610181600PE,"SENSEX",0,2026-01-01,81600,0.05,20,PE,BFO-OPT,BFO
296585477,1158537,SENSEX2610181600CE,"SENSEX",0,2026-01-01,81600,0.05,20,CE,BFO-OPT,BFO
296529157,1158317,SENSEX2610181500CE,"SENSEX",0,2026-01-01,81500,0.05,20,CE,BFO-OPT,BFO
296572421,1158486,SENSEX2610181500PE,"SENSEX",0,2026-01-01,81500,0.05,20,PE,BFO-OPT,BFO
296428293,1157923,SENSEX2610181400PE,"SENSEX",0,2026-01-01,81400,0.05,20,PE,BFO-OPT,BFO
296576517,1158502,SENSEX2610181400CE,"SENSEX",0,2026-01-01,81400,0.05,20,CE,BFO-OPT,BFO
296517893,1158273,SENSEX2610181300CE,"SENSEX",0,2026-01-01,81300,0.05,20,CE,BFO-OPT,BFO
296560645,1158440,SENSEX2610181300PE,"SENSEX",0,2026-01-01,81300,0.05,20,PE,BFO-OPT,BFO
296415237,1157872,SENSEX2610181200PE,"SENSEX",0,2026-01-01,81200,0.05,20,PE,BFO-OPT,BFO
296567301,1158466,SENSEX2610181200CE,"SENSEX",0,2026-01-01,81200,0.05,20,CE,BFO-OPT,BFO
296423173,1157903,SENSEX2610181100CE,"SENSEX",0,2026-01-01,81100,0.05,20,CE,BFO-OPT,BFO
296547845,1158390,SENSEX2610181100PE,"SENSEX",0,2026-01-01,81100,0.05,20,PE,BFO-OPT,BFO
296553221,1158411,SENSEX2610181000CE,"SENSEX",0,2026-01-01,81000,0.05,20,CE,BFO-OPT,BFO
296590085,1158555,SENSEX2610181000PE,"SENSEX",0,2026-01-01,81000,0.05,20,PE,BFO-OPT,BFO
296441349,1157974,SENSEX2610180900CE,"SENSEX",0,2026-01-01,80900,0.05,20,CE,BFO-OPT,BFO
296478981,1158121,SENSEX2610180900PE,"SENSEX",0,2026-01-01,80900,0.05,20,PE,BFO-OPT,BFO
296486405,1158150,SENSEX2610180800CE,"SENSEX",0,2026-01-01,80800,0.05,20,CE,BFO-OPT,BFO
296527621,1158311,SENSEX2610180800PE,"SENSEX",0,2026-01-01,80800,0.05,20,PE,BFO-OPT,BFO
296431877,1157937,SENSEX2610180700CE,"SENSEX",0,2026-01-01,80700,0.05,20,CE,BFO-OPT,BFO
296468741,1158081,SENSEX2610180700PE,"SENSEX",0,2026-01-01,80700,0.05,20,PE,BFO-OPT,BFO
296473861,1158101,SENSEX2610180600CE,"SENSEX",0,2026-01-01,80600,0.05,20,CE,BFO-OPT,BFO
296514821,1158261,SENSEX2610180600PE,"SENSEX",0,2026-01-01,80600,0.05,20,PE,BFO-OPT,BFO
296419333,1157888,SENSEX2610180500CE,"SENSEX",0,2026-01-01,80500,0.05,20,CE,BFO-OPT,BFO
296457733,1158038,SENSEX2610180500PE,"SENSEX",0,2026-01-01,80500,0.05,20,PE,BFO-OPT,BFO
296463621,1158061,SENSEX2610180400CE,"SENSEX",0,2026-01-01,80400,0.05,20,CE,BFO-OPT,BFO
296501765,1158210,SENSEX2610180400PE,"SENSEX",0,2026-01-01,80400,0.05,20,PE,BFO-OPT,BFO
296445957,1157992,SENSEX2610180300PE,"SENSEX",0,2026-01-01,80300,0.05,20,PE,BFO-OPT,BFO
296507909,1158234,SENSEX2610180300CE,"SENSEX",0,2026-01-01,80300,0.05,20,CE,BFO-OPT,BFO
296451333,1158013,SENSEX2610180200CE,"SENSEX",0,2026-01-01,80200,0.05,20,CE,BFO-OPT,BFO
296491269,1158169,SENSEX2610180200PE,"SENSEX",0,2026-01-01,80200,0.05,20,PE,BFO-OPT,BFO
296497413,1158193,SENSEX2610180100CE,"SENSEX",0,2026-01-01,80100,0.05,20,CE,BFO-OPT,BFO
296538373,1158353,SENSEX2610180100PE,"SENSEX",0,2026-01-01,80100,0.05,20,PE,BFO-OPT,BFO
296439301,1157966,SENSEX2610180000CE,"SENSEX",0,2026-01-01,80000,0.05,20,CE,BFO-OPT,BFO
296477189,1158114,SENSEX2610180000PE,"SENSEX",0,2026-01-01,80000,0.05,20,PE,BFO-OPT,BFO
296476933,1158113,SENSEX2610179900CE,"SENSEX",0,2026-01-01,79900,0.05,20,CE,BFO-OPT,BFO
296521221,1158286,SENSEX2610179900PE,"SENSEX",0,2026-01-01,79900,0.05,20,PE,BFO-OPT,BFO
296526341,1158306,SENSEX2610179800CE,"SENSEX",0,2026-01-01,79800,0.05,20,CE,BFO-OPT,BFO
296569349,1158474,SENSEX2610179800PE,"SENSEX",0,2026-01-01,79800,0.05,20,PE,BFO-OPT,BFO
296467205,1158075,SENSEX2610179700CE,"SENSEX",0,2026-01-01,79700,0.05,20,CE,BFO-OPT,BFO
296506117,1158227,SENSEX2610179700PE,"SENSEX",0,2026-01-01,79700,0.05,20,PE,BFO-OPT,BFO
296513541,1158256,SENSEX2610179600CE,"SENSEX",0,2026-01-01,79600,0.05,20,CE,BFO-OPT,BFO
296557317,1158427,SENSEX2610179600PE,"SENSEX",0,2026-01-01,79600,0.05,20,PE,BFO-OPT,BFO
296494085,1158180,SENSEX2610179500PE,"SENSEX",0,2026-01-01,79500,0.05,20,PE,BFO-OPT,BFO
296564229,1158454,SENSEX2610179500CE,"SENSEX",0,2026-01-01,79500,0.05,20,CE,BFO-OPT,BFO
296499973,1158203,SENSEX2610179400CE,"SENSEX",0,2026-01-01,79400,0.05,20,CE,BFO-OPT,BFO
296545541,1158381,SENSEX2610179400PE,"SENSEX",0,2026-01-01,79400,0.05,20,PE,BFO-OPT,BFO
296551429,1158404,SENSEX2610179300CE,"SENSEX",0,2026-01-01,79300,0.05,20,CE,BFO-OPT,BFO
296587013,1158543,SENSEX2610179300PE,"SENSEX",0,2026-01-01,79300,0.05,20,PE,BFO-OPT,BFO
296489477,1158162,SENSEX2610179200CE,"SENSEX",0,2026-01-01,79200,0.05,20,CE,BFO-OPT,BFO
296530693,1158323,SENSEX2610179200PE,"SENSEX",0,2026-01-01,79200,0.05,20,PE,BFO-OPT,BFO
296536837,1158347,SENSEX2610179100CE,"SENSEX",0,2026-01-01,79100,0.05,20,CE,BFO-OPT,BFO
296577797,1158507,SENSEX2610179100PE,"SENSEX",0,2026-01-01,79100,0.05,20,PE,BFO-OPT,BFO
296519685,1158280,SENSEX2610179000PE,"SENSEX",0,2026-01-01,79000,0.05,20,PE,BFO-OPT,BFO
296582149,1158524,SENSEX2610179000CE,"SENSEX",0,2026-01-01,79000,0.05,20,CE,BFO-OPT,BFO
296559877,1158437,SENSEX2610178900CE,"SENSEX",0,2026-01-01,78900,0.05,20,CE,BFO-OPT,BFO
296595205,1158575,SENSEX2610178900PE,"SENSEX",0,2026-01-01,78900,0.05,20,PE,BFO-OPT,BFO
296414981,1157871,SENSEX2610178800CE,"SENSEX",0,2026-01-01,78800,0.05,20,CE,BFO-OPT,BFO
296455173,1158028,SENSEX2610178800PE,"SENSEX",0,2026-01-01,78800,0.05,20,PE,BFO-OPT,BFO
296460549,1158049,SENSEX2610178700CE,"SENSEX",0,2026-01-01,78700,0.05,20,CE,BFO-OPT,BFO
296582917,1158527,SENSEX2610178700PE,"SENSEX",0,2026-01-01,78700,0.05,20,PE,BFO-OPT,BFO
296442373,1157978,SENSEX2610178600PE,"SENSEX",0,2026-01-01,78600,0.05,20,PE,BFO-OPT,BFO
296589829,1158554,SENSEX2610178600CE,"SENSEX",0,2026-01-01,78600,0.05,20,CE,BFO-OPT,BFO
296448773,1158003,SENSEX2610178500CE,"SENSEX",0,2026-01-01,78500,0.05,20,CE,BFO-OPT,BFO
296487429,1158154,SENSEX2610178500PE,"SENSEX",0,2026-01-01,78500,0.05,20,PE,BFO-OPT,BFO
296433157,1157942,SENSEX2610178400PE,"SENSEX",0,2026-01-01,78400,0.05,20,PE,BFO-OPT,BFO
296579333,1158513,SENSEX2610178400CE,"SENSEX",0,2026-01-01,78400,0.05,20,CE,BFO-OPT,BFO
296437253,1157958,SENSEX2610178300CE,"SENSEX",0,2026-01-01,78300,0.05,20,CE,BFO-OPT,BFO
296475141,1158106,SENSEX2610178300PE,"SENSEX",0,2026-01-01,78300,0.05,20,PE,BFO-OPT,BFO
296421381,1157896,SENSEX2610178200PE,"SENSEX",0,2026-01-01,78200,0.05,20,PE,BFO-OPT,BFO
296481541,1158131,SENSEX2610178200CE,"SENSEX",0,2026-01-01,78200,0.05,20,CE,BFO-OPT,BFO
296426245,1157915,SENSEX2610178100CE,"SENSEX",0,2026-01-01,78100,0.05,20,CE,BFO-OPT,BFO
296464133,1158063,SENSEX2610178100PE,"SENSEX",0,2026-01-01,78100,0.05,20,PE,BFO-OPT,BFO
296470277,1158087,SENSEX2610178000CE,"SENSEX",0,2026-01-01,78000,0.05,20,CE,BFO-OPT,BFO
296510469,1158244,SENSEX2610178000PE,"SENSEX",0,2026-01-01,78000,0.05,20,PE,BFO-OPT,BFO
296482309,1158134,SENSEX2610177900PE,"SENSEX",0,2026-01-01,77900,0.05,20,PE,BFO-OPT,BFO
296552197,1158407,SENSEX2610177900CE,"SENSEX",0,2026-01-01,77900,0.05,20,CE,BFO-OPT,BFO
296490757,1158167,SENSEX2610177800CE,"SENSEX",0,2026-01-01,77800,0.05,20,CE,BFO-OPT,BFO
296531717,1158327,SENSEX2610177800PE,"SENSEX",0,2026-01-01,77800,0.05,20,PE,BFO-OPT,BFO
296537605,1158350,SENSEX2610177700CE,"SENSEX",0,2026-01-01,77700,0.05,20,CE,BFO-OPT,BFO
296578309,1158509,SENSEX2610177700PE,"SENSEX",0,2026-01-01,77700,0.05,20,PE,BFO-OPT,BFO
296476677,1158112,SENSEX2610177600CE,"SENSEX",0,2026-01-01,77600,0.05,20,CE,BFO-OPT,BFO
296520709,1158284,SENSEX2610177600PE,"SENSEX",0,2026-01-01,77600,0.05,20,PE,BFO-OPT,BFO
296525829,1158304,SENSEX2610177500CE,"SENSEX",0,2026-01-01,77500,0.05,20,CE,BFO-OPT,BFO
296569093,1158473,SENSEX2610177500PE,"SENSEX",0,2026-01-01,77500,0.05,20,PE,BFO-OPT,BFO
296505349,1158224,SENSEX2610177400PE,"SENSEX",0,2026-01-01,77400,0.05,20,PE,BFO-OPT,BFO
296574981,1158496,SENSEX2610177400CE,"SENSEX",0,2026-01-01,77400,0.05,20,CE,BFO-OPT,BFO
296513285,1158255,SENSEX2610177300CE,"SENSEX",0,2026-01-01,77300,0.05,20,CE,BFO-OPT,BFO
296557061,1158426,SENSEX2610177300PE,"SENSEX",0,2026-01-01,77300,0.05,20,PE,BFO-OPT,BFO
296413189,1157864,SENSEX2610177200PE,"SENSEX",0,2026-01-01,77200,0.05,20,PE,BFO-OPT,BFO
296563717,1158452,SENSEX2610177200CE,"SENSEX",0,2026-01-01,77200,0.05,20,CE,BFO-OPT,BFO
296499717,1158202,SENSEX2610177100CE,"SENSEX",0,2026-01-01,77100,0.05,20,CE,BFO-OPT,BFO
296545285,1158380,SENSEX2610177100PE,"SENSEX",0,2026-01-01,77100,0.05,20,PE,BFO-OPT,BFO
296550661,1158401,SENSEX2610177000CE,"SENSEX",0,2026-01-01,77000,0.05,20,CE,BFO-OPT,BFO
